SEM_EXM_EXCH_ID, SEM_SEGMENT,SEM_SMST_SECURITY_ID,SEM_INSTRUMENT_NAME,SEM_EXPIRY_CODE,SEM_TRADING_SYMBOL,SEM_LOT_UNITS,SEM_CUSTOM_SYMBOL,SEM_EXPIRY_DATE,SEM_STRIKE_PRICE,SEM_OPTION_TYPE,SEM_TICK_SIZE,SEM_EXPIRY_FLAG,SEM_EXCH_INSTRUMENT_TYPE,SEM_SERIES,SM_SYMBOL_NAME
NSE,D,37482,OPTIDX,0,BANKNIFTY-Jun2024-59700-PE,15,BANKNIFTY 19 JUN 59700 PUT,19-06-2024 14:30,59700,PE,5,W,OP,,
NSE,D,37483,OPTIDX,0,BANKNIFTY-Jun2024-59800-CE,15,BANKNIFTY 19 JUN 59800 CALL,19-06-2024 14:30,59800,CE,5,W,OP,,
NSE,D,37493,OPTIDX,0,BANKNIFTY-Jun2024-56400-PE,15,BANKNIFTY 19 JUN 56400 PUT,19-06-2024 14:30,56400,PE,5,W,OP,,
NSE,D,37494,OPTIDX,0,BANKNIFTY-Jun2024-56600-CE,15,BANKNIFTY 19 JUN 56600 CALL,19-06-2024 14:30,56600,CE,5,W,OP,,
NSE,D,37495,OPTIDX,0,BANKNIFTY-Jun2024-56600-PE,15,BANKNIFTY 19 JUN 56600 PUT,19-06-2024 14:30,56600,PE,5,W,OP,,
NSE,D,37496,OPTIDX,0,BANKNIFTY-Jun2024-56700-CE,15,BANKNIFTY 19 JUN 56700 CALL,19-06-2024 14:30,56700,CE,5,W,OP,,
NSE,D,37497,OPTIDX,0,BANKNIFTY-Jun2024-56700-PE,15,BANKNIFTY 19 JUN 56700 PUT,19-06-2024 14:30,56700,PE,5,W,OP,,
NSE,D,37498,OPTIDX,0,BANKNIFTY-Jun2024-56800-CE,15,BANKNIFTY 19 JUN 56800 CALL,19-06-2024 14:30,56800,CE,5,W,OP,,
NSE,D,37499,OPTIDX,0,BANKNIFTY-Jun2024-56800-PE,15,BANKNIFTY 19 JUN 56800 PUT,19-06-2024 14:30,56800,PE,5,W,OP,,
NSE,D,37500,OPTIDX,0,BANKNIFTY-Jun2024-56900-CE,15,BANKNIFTY 19 JUN 56900 CALL,19-06-2024 14:30,56900,CE,5,W,OP,,
NSE,D,37505,OPTIDX,0,BANKNIFTY-Jun2024-59800-PE,15,BANKNIFTY 19 JUN 59800 PUT,19-06-2024 14:30,59800,PE,5,W,OP,,
NSE,D,37509,OPTIDX,0,BANKNIFTY-Jun2024-56900-PE,15,BANKNIFTY 19 JUN 56900 PUT,19-06-2024 14:30,56900,PE,5,W,OP,,
NSE,D,37510,OPTIDX,0,BANKNIFTY-Jun2024-57100-CE,15,BANKNIFTY 19 JUN 57100 CALL,19-06-2024 14:30,57100,CE,5,W,OP,,
NSE,D,37511,OPTIDX,0,BANKNIFTY-Jun2024-59900-CE,15,BANKNIFTY 19 JUN 59900 CALL,19-06-2024 14:30,59900,CE,5,W,OP,,
NSE,D,37520,OPTIDX,0,BANKNIFTY-Jun2024-59900-PE,15,BANKNIFTY 19 JUN 59900 PUT,19-06-2024 14:30,59900,PE,5,W,OP,,
NSE,D,37521,OPTIDX,0,BANKNIFTY-Jun2024-72000-CE,15,BANKNIFTY 19 JUN 72000 CALL,19-06-2024 14:30,72000,CE,5,W,OP,,
NSE,D,37522,OPTIDX,0,BANKNIFTY-Jun2024-57100-PE,15,BANKNIFTY 19 JUN 57100 PUT,19-06-2024 14:30,57100,PE,5,W,OP,,
NSE,D,37524,OPTIDX,0,BANKNIFTY-Jun2024-57200-CE,15,BANKNIFTY 19 JUN 57200 CALL,19-06-2024 14:30,57200,CE,5,W,OP,,
NSE,D,37525,OPTIDX,0,BANKNIFTY-Jun2024-57200-PE,15,BANKNIFTY 19 JUN 57200 PUT,19-06-2024 14:30,57200,PE,5,W,OP,,
NSE,D,37526,OPTIDX,0,BANKNIFTY-Jun2024-57300-CE,15,BANKNIFTY 19 JUN 57300 CALL,19-06-2024 14:30,57300,CE,5,W,OP,,
NSE,D,37528,OPTIDX,0,BANKNIFTY-Jun2024-57300-PE,15,BANKNIFTY 19 JUN 57300 PUT,19-06-2024 14:30,57300,PE,5,W,OP,,
NSE,D,37531,OPTIDX,0,BANKNIFTY-Jun2024-57400-CE,15,BANKNIFTY 19 JUN 57400 CALL,19-06-2024 14:30,57400,CE,5,W,OP,,
NSE,D,37532,OPTIDX,0,BANKNIFTY-Jun2024-57400-PE,15,BANKNIFTY 19 JUN 57400 PUT,19-06-2024 14:30,57400,PE,5,W,OP,,
NSE,D,37534,OPTIDX,0,BANKNIFTY-Jun2024-57600-CE,15,BANKNIFTY 19 JUN 57600 CALL,19-06-2024 14:30,57600,CE,5,W,OP,,
NSE,D,37535,OPTIDX,0,BANKNIFTY-Jun2024-57600-PE,15,BANKNIFTY 19 JUN 57600 PUT,19-06-2024 14:30,57600,PE,5,W,OP,,
NSE,D,37536,OPTIDX,0,BANKNIFTY-Jun2024-57700-CE,15,BANKNIFTY 19 JUN 57700 CALL,19-06-2024 14:30,57700,CE,5,W,OP,,
NSE,D,37537,OPTIDX,0,BANKNIFTY-Jun2024-57700-PE,15,BANKNIFTY 19 JUN 57700 PUT,19-06-2024 14:30,57700,PE,5,W,OP,,
NSE,D,37538,OPTIDX,0,BANKNIFTY-Jun2024-57800-CE,15,BANKNIFTY 19 JUN 57800 CALL,19-06-2024 14:30,57800,CE,5,W,OP,,
NSE,D,37539,OPTIDX,0,BANKNIFTY-Jun2024-57800-PE,15,BANKNIFTY 19 JUN 57800 PUT,19-06-2024 14:30,57800,PE,5,W,OP,,
NSE,D,37540,OPTIDX,0,BANKNIFTY-Jun2024-57900-CE,15,BANKNIFTY 19 JUN 57900 CALL,19-06-2024 14:30,57900,CE,5,W,OP,,
NSE,D,37541,OPTIDX,0,BANKNIFTY-Jun2024-57900-PE,15,BANKNIFTY 19 JUN 57900 PUT,19-06-2024 14:30,57900,PE,5,W,OP,,
NSE,D,37542,OPTIDX,0,BANKNIFTY-Jun2024-65000-CE,15,BANKNIFTY 19 JUN 65000 CALL,19-06-2024 14:30,65000,CE,5,W,OP,,
NSE,D,37543,OPTIDX,0,BANKNIFTY-Jun2024-65000-PE,15,BANKNIFTY 19 JUN 65000 PUT,19-06-2024 14:30,65000,PE,5,W,OP,,
NSE,D,37548,OPTIDX,0,BANKNIFTY-Jun2024-65500-CE,15,BANKNIFTY 19 JUN 65500 CALL,19-06-2024 14:30,65500,CE,5,W,OP,,
NSE,D,37549,OPTIDX,0,BANKNIFTY-Jun2024-65500-PE,15,BANKNIFTY 19 JUN 65500 PUT,19-06-2024 14:30,65500,PE,5,W,OP,,
NSE,D,37550,OPTIDX,0,BANKNIFTY-Jun2024-66000-CE,15,BANKNIFTY 19 JUN 66000 CALL,19-06-2024 14:30,66000,CE,5,W,OP,,
NSE,D,37551,OPTIDX,0,BANKNIFTY-Jun2024-66000-PE,15,BANKNIFTY 19 JUN 66000 PUT,19-06-2024 14:30,66000,PE,5,W,OP,,
NSE,D,37552,OPTIDX,0,BANKNIFTY-Jun2024-66500-CE,15,BANKNIFTY 19 JUN 66500 CALL,19-06-2024 14:30,66500,CE,5,W,OP,,
NSE,D,37553,OPTIDX,0,BANKNIFTY-Jun2024-66500-PE,15,BANKNIFTY 19 JUN 66500 PUT,19-06-2024 14:30,66500,PE,5,W,OP,,
NSE,D,37556,OPTIDX,0,BANKNIFTY-Jun2024-67000-CE,15,BANKNIFTY 19 JUN 67000 CALL,19-06-2024 14:30,67000,CE,5,W,OP,,
NSE,D,37557,OPTIDX,0,BANKNIFTY-Jun2024-67000-PE,15,BANKNIFTY 19 JUN 67000 PUT,19-06-2024 14:30,67000,PE,5,W,OP,,
NSE,D,37560,OPTIDX,0,BANKNIFTY-Jun2024-67500-CE,15,BANKNIFTY 19 JUN 67500 CALL,19-06-2024 14:30,67500,CE,5,W,OP,,
NSE,D,37570,OPTIDX,0,BANKNIFTY-Jun2024-67500-PE,15,BANKNIFTY 19 JUN 67500 PUT,19-06-2024 14:30,67500,PE,5,W,OP,,
NSE,D,37576,OPTIDX,0,BANKNIFTY-Jun2024-68000-CE,15,BANKNIFTY 19 JUN 68000 CALL,19-06-2024 14:30,68000,CE,5,W,OP,,
NSE,D,37577,OPTIDX,0,BANKNIFTY-Jun2024-68000-PE,15,BANKNIFTY 19 JUN 68000 PUT,19-06-2024 14:30,68000,PE,5,W,OP,,
NSE,D,37578,OPTIDX,0,BANKNIFTY-Jun2024-68500-CE,15,BANKNIFTY 19 JUN 68500 CALL,19-06-2024 14:30,68500,CE,5,W,OP,,
NSE,D,37589,OPTIDX,0,BANKNIFTY-Jun2024-72000-PE,15,BANKNIFTY 19 JUN 72000 PUT,19-06-2024 14:30,72000,PE,5,W,OP,,
NSE,D,37592,OPTIDX,0,BANKNIFTY-Jun2024-72500-CE,15,BANKNIFTY 19 JUN 72500 CALL,19-06-2024 14:30,72500,CE,5,W,OP,,
NSE,D,37594,OPTIDX,0,BANKNIFTY-Jun2024-37000-CE,15,BANKNIFTY 19 JUN 37000 CALL,19-06-2024 14:30,37000,CE,5,W,OP,,
NSE,D,37596,OPTIDX,0,BANKNIFTY-Jun2024-37000-PE,15,BANKNIFTY 19 JUN 37000 PUT,19-06-2024 14:30,37000,PE,5,W,OP,,
NSE,D,37599,OPTIDX,0,BANKNIFTY-Jun2024-68500-PE,15,BANKNIFTY 19 JUN 68500 PUT,19-06-2024 14:30,68500,PE,5,W,OP,,
NSE,D,37600,OPTIDX,0,BANKNIFTY-Jun2024-72500-PE,15,BANKNIFTY 19 JUN 72500 PUT,19-06-2024 14:30,72500,PE,5,W,OP,,
NSE,D,37601,OPTIDX,0,BANKNIFTY-Jun2024-73000-CE,15,BANKNIFTY 19 JUN 73000 CALL,19-06-2024 14:30,73000,CE,5,W,OP,,
NSE,D,37602,OPTIDX,0,BANKNIFTY-Jun2024-69000-CE,15,BANKNIFTY 19 JUN 69000 CALL,19-06-2024 14:30,69000,CE,5,W,OP,,
NSE,D,37603,OPTIDX,0,BANKNIFTY-Jun2024-69000-PE,15,BANKNIFTY 19 JUN 69000 PUT,19-06-2024 14:30,69000,PE,5,W,OP,,
NSE,D,37604,OPTIDX,0,BANKNIFTY-Jun2024-69500-CE,15,BANKNIFTY 19 JUN 69500 CALL,19-06-2024 14:30,69500,CE,5,W,OP,,
NSE,D,37605,OPTIDX,0,BANKNIFTY-Jun2024-69500-PE,15,BANKNIFTY 19 JUN 69500 PUT,19-06-2024 14:30,69500,PE,5,W,OP,,
NSE,D,37606,OPTIDX,0,BANKNIFTY-Jun2024-70000-CE,15,BANKNIFTY 19 JUN 70000 CALL,19-06-2024 14:30,70000,CE,5,W,OP,,
NSE,D,37607,OPTIDX,0,BANKNIFTY-Jun2024-70000-PE,15,BANKNIFTY 19 JUN 70000 PUT,19-06-2024 14:30,70000,PE,5,W,OP,,
NSE,D,37608,OPTIDX,0,BANKNIFTY-Jun2024-70500-CE,15,BANKNIFTY 19 JUN 70500 CALL,19-06-2024 14:30,70500,CE,5,W,OP,,
NSE,D,37609,OPTIDX,0,BANKNIFTY-Jun2024-70500-PE,15,BANKNIFTY 19 JUN 70500 PUT,19-06-2024 14:30,70500,PE,5,W,OP,,
NSE,D,37611,OPTIDX,0,BANKNIFTY-Jun2024-71000-CE,15,BANKNIFTY 19 JUN 71000 CALL,19-06-2024 14:30,71000,CE,5,W,OP,,
NSE,D,37616,OPTIDX,0,BANKNIFTY-Jun2024-71000-PE,15,BANKNIFTY 19 JUN 71000 PUT,19-06-2024 14:30,71000,PE,5,W,OP,,
NSE,D,37617,OPTIDX,0,BANKNIFTY-Jun2024-71500-CE,15,BANKNIFTY 19 JUN 71500 CALL,19-06-2024 14:30,71500,CE,5,W,OP,,
NSE,D,37618,OPTIDX,0,BANKNIFTY-Jun2024-71500-PE,15,BANKNIFTY 19 JUN 71500 PUT,19-06-2024 14:30,71500,PE,5,W,OP,,
NSE,D,37629,OPTIDX,0,BANKNIFTY-Jun2024-37500-CE,15,BANKNIFTY 19 JUN 37500 CALL,19-06-2024 14:30,37500,CE,5,W,OP,,
NSE,D,37632,OPTIDX,0,BANKNIFTY-Jun2024-37500-PE,15,BANKNIFTY 19 JUN 37500 PUT,19-06-2024 14:30,37500,PE,5,W,OP,,
NSE,D,37634,OPTIDX,0,BANKNIFTY-Jun2024-73000-PE,15,BANKNIFTY 19 JUN 73000 PUT,19-06-2024 14:30,73000,PE,5,W,OP,,
NSE,D,37638,OPTIDX,0,BANKNIFTY-Jun2024-73500-CE,15,BANKNIFTY 19 JUN 73500 CALL,19-06-2024 14:30,73500,CE,5,W,OP,,
NSE,D,37641,OPTIDX,0,BANKNIFTY-Jun2024-73500-PE,15,BANKNIFTY 19 JUN 73500 PUT,19-06-2024 14:30,73500,PE,5,W,OP,,
NSE,D,39671,OPTIDX,0,BANKNIFTY-Jun2024-38000-CE,15,BANKNIFTY 19 JUN 38000 CALL,19-06-2024 14:30,38000,CE,5,W,OP,,
NSE,D,39674,OPTIDX,0,BANKNIFTY-Jun2024-38000-PE,15,BANKNIFTY 19 JUN 38000 PUT,19-06-2024 14:30,38000,PE,5,W,OP,,
NSE,D,40767,OPTIDX,0,BANKNIFTY-Jun2024-38500-CE,15,BANKNIFTY 19 JUN 38500 CALL,19-06-2024 14:30,38500,CE,5,W,OP,,
NSE,D,40770,OPTIDX,0,BANKNIFTY-Jun2024-38500-PE,15,BANKNIFTY 19 JUN 38500 PUT,19-06-2024 14:30,38500,PE,5,W,OP,,
NSE,D,40771,OPTIDX,0,BANKNIFTY-Jun2024-39000-CE,15,BANKNIFTY 19 JUN 39000 CALL,19-06-2024 14:30,39000,CE,5,W,OP,,
NSE,D,40772,OPTIDX,0,BANKNIFTY-Jun2024-39000-PE,15,BANKNIFTY 19 JUN 39000 PUT,19-06-2024 14:30,39000,PE,5,W,OP,,
NSE,D,40773,OPTIDX,0,BANKNIFTY-Jun2024-39500-CE,15,BANKNIFTY 19 JUN 39500 CALL,19-06-2024 14:30,39500,CE,5,W,OP,,
NSE,D,40774,OPTIDX,0,BANKNIFTY-Jun2024-39500-PE,15,BANKNIFTY 19 JUN 39500 PUT,19-06-2024 14:30,39500,PE,5,W,OP,,
NSE,D,40775,OPTIDX,0,BANKNIFTY-Jun2024-40000-CE,15,BANKNIFTY 19 JUN 40000 CALL,19-06-2024 14:30,40000,CE,5,W,OP,,
NSE,D,40776,OPTIDX,0,BANKNIFTY-Jun2024-40000-PE,15,BANKNIFTY 19 JUN 40000 PUT,19-06-2024 14:30,40000,PE,5,W,OP,,
NSE,D,40777,OPTIDX,0,BANKNIFTY-Jun2024-40500-CE,15,BANKNIFTY 19 JUN 40500 CALL,19-06-2024 14:30,40500,CE,5,W,OP,,
NSE,D,40778,OPTIDX,0,BANKNIFTY-Jun2024-40500-PE,15,BANKNIFTY 19 JUN 40500 PUT,19-06-2024 14:30,40500,PE,5,W,OP,,
NSE,D,40779,OPTIDX,0,BANKNIFTY-Jun2024-41000-CE,15,BANKNIFTY 19 JUN 41000 CALL,19-06-2024 14:30,41000,CE,5,W,OP,,
NSE,D,40780,OPTIDX,0,BANKNIFTY-Jun2024-41000-PE,15,BANKNIFTY 19 JUN 41000 PUT,19-06-2024 14:30,41000,PE,5,W,OP,,
NSE,D,40781,OPTIDX,0,BANKNIFTY-Jun2024-41500-CE,15,BANKNIFTY 19 JUN 41500 CALL,19-06-2024 14:30,41500,CE,5,W,OP,,
NSE,D,40782,OPTIDX,0,BANKNIFTY-Jun2024-41500-PE,15,BANKNIFTY 19 JUN 41500 PUT,19-06-2024 14:30,41500,PE,5,W,OP,,
NSE,D,40783,OPTIDX,0,BANKNIFTY-Jun2024-41700-CE,15,BANKNIFTY 19 JUN 41700 CALL,19-06-2024 14:30,41700,CE,5,W,OP,,
NSE,D,40784,OPTIDX,0,BANKNIFTY-Jun2024-41700-PE,15,BANKNIFTY 19 JUN 41700 PUT,19-06-2024 14:30,41700,PE,5,W,OP,,
NSE,D,40785,OPTIDX,0,BANKNIFTY-Jun2024-41800-CE,15,BANKNIFTY 19 JUN 41800 CALL,19-06-2024 14:30,41800,CE,5,W,OP,,
NSE,D,40786,OPTIDX,0,BANKNIFTY-Jun2024-41800-PE,15,BANKNIFTY 19 JUN 41800 PUT,19-06-2024 14:30,41800,PE,5,W,OP,,
NSE,D,40787,OPTIDX,0,BANKNIFTY-Jun2024-41900-CE,15,BANKNIFTY 19 JUN 41900 CALL,19-06-2024 14:30,41900,CE,5,W,OP,,
NSE,D,40789,OPTIDX,0,BANKNIFTY-Jun2024-41900-PE,15,BANKNIFTY 19 JUN 41900 PUT,19-06-2024 14:30,41900,PE,5,W,OP,,
NSE,D,40791,OPTIDX,0,BANKNIFTY-Jun2024-42000-CE,15,BANKNIFTY 19 JUN 42000 CALL,19-06-2024 14:30,42000,CE,5,W,OP,,
NSE,D,40794,OPTIDX,0,BANKNIFTY-Jun2024-42000-PE,15,BANKNIFTY 19 JUN 42000 PUT,19-06-2024 14:30,42000,PE,5,W,OP,,
NSE,D,40795,OPTIDX,0,BANKNIFTY-Jun2024-42100-CE,15,BANKNIFTY 19 JUN 42100 CALL,19-06-2024 14:30,42100,CE,5,W,OP,,
NSE,D,40796,OPTIDX,0,BANKNIFTY-Jun2024-42100-PE,15,BANKNIFTY 19 JUN 42100 PUT,19-06-2024 14:30,42100,PE,5,W,OP,,
NSE,D,40797,OPTIDX,0,BANKNIFTY-Jun2024-42200-CE,15,BANKNIFTY 19 JUN 42200 CALL,19-06-2024 14:30,42200,CE,5,W,OP,,
NSE,D,40798,OPTIDX,0,BANKNIFTY-Jun2024-42200-PE,15,BANKNIFTY 19 JUN 42200 PUT,19-06-2024 14:30,42200,PE,5,W,OP,,
NSE,D,40799,OPTIDX,0,BANKNIFTY-Jun2024-42300-CE,15,BANKNIFTY 19 JUN 42300 CALL,19-06-2024 14:30,42300,CE,5,W,OP,,
NSE,D,40801,OPTIDX,0,BANKNIFTY-Jun2024-42300-PE,15,BANKNIFTY 19 JUN 42300 PUT,19-06-2024 14:30,42300,PE,5,W,OP,,
NSE,D,40802,OPTIDX,0,BANKNIFTY-Jun2024-42400-CE,15,BANKNIFTY 19 JUN 42400 CALL,19-06-2024 14:30,42400,CE,5,W,OP,,
NSE,D,40803,OPTIDX,0,BANKNIFTY-Jun2024-42400-PE,15,BANKNIFTY 19 JUN 42400 PUT,19-06-2024 14:30,42400,PE,5,W,OP,,
NSE,D,40804,OPTIDX,0,BANKNIFTY-Jun2024-42500-CE,15,BANKNIFTY 19 JUN 42500 CALL,19-06-2024 14:30,42500,CE,5,W,OP,,
NSE,D,40805,OPTIDX,0,BANKNIFTY-Jun2024-42500-PE,15,BANKNIFTY 19 JUN 42500 PUT,19-06-2024 14:30,42500,PE,5,W,OP,,
NSE,D,40806,OPTIDX,0,BANKNIFTY-Jun2024-42600-CE,15,BANKNIFTY 19 JUN 42600 CALL,19-06-2024 14:30,42600,CE,5,W,OP,,
NSE,D,40807,OPTIDX,0,BANKNIFTY-Jun2024-42600-PE,15,BANKNIFTY 19 JUN 42600 PUT,19-06-2024 14:30,42600,PE,5,W,OP,,
NSE,D,40808,OPTIDX,0,BANKNIFTY-Jun2024-42700-CE,15,BANKNIFTY 19 JUN 42700 CALL,19-06-2024 14:30,42700,CE,5,W,OP,,
NSE,D,40809,OPTIDX,0,BANKNIFTY-Jun2024-42700-PE,15,BANKNIFTY 19 JUN 42700 PUT,19-06-2024 14:30,42700,PE,5,W,OP,,
NSE,D,40810,OPTIDX,0,BANKNIFTY-Jun2024-42800-CE,15,BANKNIFTY 19 JUN 42800 CALL,19-06-2024 14:30,42800,CE,5,W,OP,,
NSE,D,40813,OPTIDX,0,BANKNIFTY-Jun2024-42800-PE,15,BANKNIFTY 19 JUN 42800 PUT,19-06-2024 14:30,42800,PE,5,W,OP,,
NSE,D,40814,OPTIDX,0,BANKNIFTY-Jun2024-42900-CE,15,BANKNIFTY 19 JUN 42900 CALL,19-06-2024 14:30,42900,CE,5,W,OP,,
NSE,D,40820,OPTIDX,0,BANKNIFTY-Jun2024-42900-PE,15,BANKNIFTY 19 JUN 42900 PUT,19-06-2024 14:30,42900,PE,5,W,OP,,
NSE,D,40823,OPTIDX,0,BANKNIFTY-Jun2024-43000-CE,15,BANKNIFTY 19 JUN 43000 CALL,19-06-2024 14:30,43000,CE,5,W,OP,,
NSE,D,40824,OPTIDX,0,BANKNIFTY-Jun2024-43000-PE,15,BANKNIFTY 19 JUN 43000 PUT,19-06-2024 14:30,43000,PE,5,W,OP,,
NSE,D,40825,OPTIDX,0,BANKNIFTY-Jun2024-43100-CE,15,BANKNIFTY 19 JUN 43100 CALL,19-06-2024 14:30,43100,CE,5,W,OP,,
NSE,D,40828,OPTIDX,0,BANKNIFTY-Jun2024-43100-PE,15,BANKNIFTY 19 JUN 43100 PUT,19-06-2024 14:30,43100,PE,5,W,OP,,
NSE,D,40829,OPTIDX,0,BANKNIFTY-Jun2024-43200-CE,15,BANKNIFTY 19 JUN 43200 CALL,19-06-2024 14:30,43200,CE,5,W,OP,,
NSE,D,40830,OPTIDX,0,BANKNIFTY-Jun2024-43200-PE,15,BANKNIFTY 19 JUN 43200 PUT,19-06-2024 14:30,43200,PE,5,W,OP,,
NSE,D,40831,OPTIDX,0,BANKNIFTY-Jun2024-43300-CE,15,BANKNIFTY 19 JUN 43300 CALL,19-06-2024 14:30,43300,CE,5,W,OP,,
NSE,D,40834,OPTIDX,0,BANKNIFTY-Jun2024-43300-PE,15,BANKNIFTY 19 JUN 43300 PUT,19-06-2024 14:30,43300,PE,5,W,OP,,
NSE,D,40839,OPTIDX,0,BANKNIFTY-Jun2024-43400-CE,15,BANKNIFTY 19 JUN 43400 CALL,19-06-2024 14:30,43400,CE,5,W,OP,,
NSE,D,40842,OPTIDX,0,BANKNIFTY-Jun2024-43400-PE,15,BANKNIFTY 19 JUN 43400 PUT,19-06-2024 14:30,43400,PE,5,W,OP,,
NSE,D,40852,OPTIDX,0,BANKNIFTY-Jun2024-43500-CE,15,BANKNIFTY 19 JUN 43500 CALL,19-06-2024 14:30,43500,CE,5,W,OP,,
NSE,D,40856,OPTIDX,0,BANKNIFTY-Jun2024-43500-PE,15,BANKNIFTY 19 JUN 43500 PUT,19-06-2024 14:30,43500,PE,5,W,OP,,
NSE,D,40857,OPTIDX,0,BANKNIFTY-Jun2024-43600-CE,15,BANKNIFTY 19 JUN 43600 CALL,19-06-2024 14:30,43600,CE,5,W,OP,,
NSE,D,40858,OPTIDX,0,BANKNIFTY-Jun2024-43600-PE,15,BANKNIFTY 19 JUN 43600 PUT,19-06-2024 14:30,43600,PE,5,W,OP,,
NSE,D,40859,OPTIDX,0,BANKNIFTY-Jun2024-43700-CE,15,BANKNIFTY 19 JUN 43700 CALL,19-06-2024 14:30,43700,CE,5,W,OP,,
NSE,D,40865,OPTIDX,0,BANKNIFTY-Jun2024-43700-PE,15,BANKNIFTY 19 JUN 43700 PUT,19-06-2024 14:30,43700,PE,5,W,OP,,
NSE,D,40866,OPTIDX,0,BANKNIFTY-Jun2024-43800-CE,15,BANKNIFTY 19 JUN 43800 CALL,19-06-2024 14:30,43800,CE,5,W,OP,,
NSE,D,40867,OPTIDX,0,BANKNIFTY-Jun2024-43800-PE,15,BANKNIFTY 19 JUN 43800 PUT,19-06-2024 14:30,43800,PE,5,W,OP,,
NSE,D,40868,OPTIDX,0,BANKNIFTY-Jun2024-43900-CE,15,BANKNIFTY 19 JUN 43900 CALL,19-06-2024 14:30,43900,CE,5,W,OP,,
NSE,D,40869,OPTIDX,0,BANKNIFTY-Jun2024-43900-PE,15,BANKNIFTY 19 JUN 43900 PUT,19-06-2024 14:30,43900,PE,5,W,OP,,
NSE,D,40870,OPTIDX,0,BANKNIFTY-Jun2024-44000-CE,15,BANKNIFTY 19 JUN 44000 CALL,19-06-2024 14:30,44000,CE,5,W,OP,,
NSE,D,40872,OPTIDX,0,BANKNIFTY-Jun2024-44000-PE,15,BANKNIFTY 19 JUN 44000 PUT,19-06-2024 14:30,44000,PE,5,W,OP,,
NSE,D,40873,OPTIDX,0,BANKNIFTY-Jun2024-44100-CE,15,BANKNIFTY 19 JUN 44100 CALL,19-06-2024 14:30,44100,CE,5,W,OP,,
NSE,D,40878,OPTIDX,0,BANKNIFTY-Jun2024-44100-PE,15,BANKNIFTY 19 JUN 44100 PUT,19-06-2024 14:30,44100,PE,5,W,OP,,
NSE,D,40882,OPTIDX,0,BANKNIFTY-Jun2024-44200-CE,15,BANKNIFTY 19 JUN 44200 CALL,19-06-2024 14:30,44200,CE,5,W,OP,,
NSE,D,40883,OPTIDX,0,BANKNIFTY-Jun2024-44200-PE,15,BANKNIFTY 19 JUN 44200 PUT,19-06-2024 14:30,44200,PE,5,W,OP,,
NSE,D,40887,OPTIDX,0,BANKNIFTY-Jun2024-44300-CE,15,BANKNIFTY 19 JUN 44300 CALL,19-06-2024 14:30,44300,CE,5,W,OP,,
NSE,D,40888,OPTIDX,0,BANKNIFTY-Jun2024-44300-PE,15,BANKNIFTY 19 JUN 44300 PUT,19-06-2024 14:30,44300,PE,5,W,OP,,
NSE,D,40891,OPTIDX,0,BANKNIFTY-Jun2024-44400-CE,15,BANKNIFTY 19 JUN 44400 CALL,19-06-2024 14:30,44400,CE,5,W,OP,,
NSE,D,40892,OPTIDX,0,BANKNIFTY-Jun2024-44400-PE,15,BANKNIFTY 19 JUN 44400 PUT,19-06-2024 14:30,44400,PE,5,W,OP,,
NSE,D,40895,OPTIDX,0,BANKNIFTY-Jun2024-44500-CE,15,BANKNIFTY 19 JUN 44500 CALL,19-06-2024 14:30,44500,CE,5,W,OP,,
NSE,D,40897,OPTIDX,0,BANKNIFTY-Jun2024-44500-PE,15,BANKNIFTY 19 JUN 44500 PUT,19-06-2024 14:30,44500,PE,5,W,OP,,
NSE,D,40898,OPTIDX,0,BANKNIFTY-Jun2024-44600-CE,15,BANKNIFTY 19 JUN 44600 CALL,19-06-2024 14:30,44600,CE,5,W,OP,,
NSE,D,40899,OPTIDX,0,BANKNIFTY-Jun2024-44600-PE,15,BANKNIFTY 19 JUN 44600 PUT,19-06-2024 14:30,44600,PE,5,W,OP,,
NSE,D,40900,OPTIDX,0,BANKNIFTY-Jun2024-44700-CE,15,BANKNIFTY 19 JUN 44700 CALL,19-06-2024 14:30,44700,CE,5,W,OP,,
NSE,D,40901,OPTIDX,0,BANKNIFTY-Jun2024-44700-PE,15,BANKNIFTY 19 JUN 44700 PUT,19-06-2024 14:30,44700,PE,5,W,OP,,
NSE,D,40903,OPTIDX,0,BANKNIFTY-Jun2024-44800-CE,15,BANKNIFTY 19 JUN 44800 CALL,19-06-2024 14:30,44800,CE,5,W,OP,,
NSE,D,40905,OPTIDX,0,BANKNIFTY-Jun2024-44800-PE,15,BANKNIFTY 19 JUN 44800 PUT,19-06-2024 14:30,44800,PE,5,W,OP,,
NSE,D,40906,OPTIDX,0,BANKNIFTY-Jun2024-44900-CE,15,BANKNIFTY 19 JUN 44900 CALL,19-06-2024 14:30,44900,CE,5,W,OP,,
NSE,D,40907,OPTIDX,0,BANKNIFTY-Jun2024-44900-PE,15,BANKNIFTY 19 JUN 44900 PUT,19-06-2024 14:30,44900,PE,5,W,OP,,
NSE,D,40908,OPTIDX,0,BANKNIFTY-Jun2024-45000-CE,15,BANKNIFTY 19 JUN 45000 CALL,19-06-2024 14:30,45000,CE,5,W,OP,,
NSE,D,40909,OPTIDX,0,BANKNIFTY-Jun2024-45000-PE,15,BANKNIFTY 19 JUN 45000 PUT,19-06-2024 14:30,45000,PE,5,W,OP,,
